# Block number	x	y	z	WCT (tonnes)	Moisture	DPT (tonnes)	RECOVERY	Pit name	SiO2	AL2O3	HAUL Distance (km)	"RESOURCE (0=LMB, 1=Mono Internal, 2 =Mono External"	Empty Haul (minutes)	Full Haul (minutes)			Starting row			
161	-9616	4763	25	21644	0.1300	13950	0.74	WTH2	0.09	0.55	3.51	2	8.6	9.2						
162	-9566	4763	25	20537	0.1300	13322	0.75	WTH2	0.09	0.56	3.58	2	7.2	7.5						
163	-9516	4763	25	18211	0.1300	11276	0.71	WTH2	0.08	0.56	3.62	1	7.5	10.5						
164	-9466	4763	25	15928	0.1300	10558	0.76	WTH2	0.10	0.55	3.66	1	9.4	9.3						
165	-9416	4763	25	5578	0.1300	3898	0.80	WTH2	0.12	0.53	3.71	2	8.6	9.2						
166	-9366	4763	25	5558	0.1299	3751	0.78	WTH2	0.12	0.54	3.77	2	7.5	9.2						
167	-9316	4763	25	13825	0.1300	8649	0.72	WTH2	0.13	0.52	3.81	2	8.0	11.1						
168	-9266	4763	25	5059	0.1300	2994	0.68	WTH2	0.10	0.54	3.88	2	9.2	10.4						
169	-10816	4713	25	12078	0.1300	7907	0.75	WTH2	0.07	0.58	2.46	2	4.9	5.5						
170	-10666	4713	25	943	0.1304	561	0.68	WTH2	0.09	0.55	3.24	2	7.0	6.9						
171	-10616	4713	25	4680	0.1301	3397	0.83	WTH2	0.11	0.55	3.19	2	6.2	8.3						
172	-10566	4713	25	15456	0.1300	11070	0.82	WTH2	0.11	0.55	3.13	1	7.4	8.2						
173	-10516	4713	25	23958	0.1300	16071	0.77	WTH2	0.09	0.57	3.08	2	6.8	7.5						
174	-10466	4713	25	27591	0.1300	19231	0.80	WTH2	0.08	0.57	3.02	2	8.0	7.9						
175	-10416	4713	25	26861	0.1300	19114	0.82	WTH2	0.08	0.57	2.97	2	6.3	8.9						
176	-10366	4713	25	25717	0.1300	17819	0.80	WTH2	0.10	0.55	2.92	2	7.5	7.8						
177	-10316	4713	25	15331	0.1300	10741	0.81	WTH2	0.08	0.56	2.93	2	7.0	6.7						
178	-10266	4713	25	13673	0.1300	9059	0.76	WTH2	0.09	0.55	2.98	2	5.7	7.6						
